;liver;;;right kidney;;;airways;;
;len1;len2;len3;len1;len2;len3;len1;len2;len3
0;16.311586;14.325955;9.8286486;11.696697;7.6565504;6.7607961;13.103959;6.9604783;3.1694312
1;16.665186;13.256612;9.7008724;10.708123;7.9932237;7.0646067;12.250017;7.8619103;3.1901767
5;15.14246;12.33314;9.6523609;9.1721411;6.8554573;5.3443761;12.931976;11.626744;6.1865125
6;14.808215;11.253709;9.7762594;8.5368404;6.9625692;5.4167395;11.166275;10.145668;4.2146182
7;15.382501;12.347138;9.6349869;9.4552107;6.9658623;5.6552234;13.415077;11.723571;6.6868973
8;16.217882;12.124549;9.8242865;9.0023603;6.9799147;5.645607;12.452609;8.3112831;5.2217364
9;17.148502;12.373202;9.6733799;9.148221;7.1722412;6.0426407;13.882115;7.5724792;4.1481314
